1.000000000000000000e+00 0.000000000000000000e+00
9.917399999999999549e-01 8.899999999999999491e-04
9.783899999999999819e-01 2.350000000000000092e-03
9.637799999999999701e-01 3.959999999999999978e-03
9.478100000000000414e-01 5.740000000000000310e-03
9.305200000000000138e-01 7.680000000000000195e-03
9.121399999999999508e-01 9.759999999999999579e-03
8.930000000000000160e-01 1.192999999999999963e-02
8.733899999999999997e-01 1.412000000000000061e-02
8.534699999999999509e-01 1.631000000000000158e-02
8.333300000000000152e-01 1.851999999999999827e-02
8.130800000000000249e-01 2.077000000000000027e-02
7.928399999999999892e-01 2.307999999999999982e-02
7.726699999999999680e-01 2.540999999999999856e-02
7.525699999999999612e-01 2.769999999999999893e-02
7.324899999999999745e-01 2.990999999999999909e-02
7.123199999999999532e-01 3.200999999999999679e-02
6.919699999999999740e-01 3.400999999999999857e-02
6.714499999999999913e-01 3.595000000000000279e-02
6.508599999999999941e-01 3.783999999999999864e-02
6.303499999999999659e-01 3.971999999999999836e-02
6.099999999999999867e-01 4.161999999999999728e-02
5.898700000000000054e-01 4.358000000000000068e-02
5.699300000000000477e-01 4.562000000000000083e-02
5.501200000000000534e-01 4.769000000000000322e-02
5.303900000000000281e-01 4.970999999999999724e-02
5.106500000000000483e-01 5.161000000000000310e-02
4.908199999999999785e-01 5.337000000000000077e-02
4.708499999999999908e-01 5.505000000000000171e-02
4.507099999999999995e-01 5.670000000000000040e-02
4.303899999999999948e-01 5.838999999999999746e-02
4.098800000000000221e-01 6.015999999999999820e-02
3.892599999999999949e-01 6.199000000000000343e-02
3.685899999999999732e-01 6.386000000000000010e-02
3.480099999999999860e-01 6.572999999999999676e-02
3.276800000000000268e-01 6.754999999999999893e-02
3.077699999999999880e-01 6.929000000000000437e-02
2.884200000000000097e-01 7.088999999999999468e-02
2.696799999999999753e-01 7.230000000000000315e-02
2.515100000000000113e-01 7.349999999999999589e-02
2.134397587607162194e-01 7.349999999999999589e-02
1.966691561144003064e-01 7.329999999999999589e-02
1.805022820051720989e-01 7.295965935360557153e-02
1.650524593417352359e-01 6.895447775118691836e-02
1.504690598753939401e-01 6.492263449963107946e-02
1.368654065148518506e-01 6.090484714261328036e-02
1.242311464983048980e-01 5.693975271318504200e-02
1.125759390840159468e-01 5.302993940179742682e-02
1.019447988693071988e-01 4.923923264247101472e-02
9.229719413421733076e-02 4.552571370816201057e-02
8.353274292229778686e-02 4.180036876388078249e-02
7.547757858481649040e-02 3.801661038150887240e-02
6.804527547723487890e-02 3.426516125923191602e-02
6.126203736017674095e-02 3.071868686241333718e-02
5.515822901551320490e-02 2.730250131540104541e-02
4.968504647210236769e-02 2.388964725369504410e-02
4.475694341266073240e-02 2.037438051623092355e-02
4.026249161539433019e-02 1.674754952457319784e-02
3.612492469402750483e-02 1.310246516735853045e-02
3.231836074405000647e-02 9.535720027215817407e-03
2.885504721417569973e-02 6.040243036333221849e-03
2.575240793402061579e-02 2.589644610373080524e-03
2.299371257750995601e-02 -8.309108898295614054e-04
2.056999538992201892e-02 -4.265236878228294282e-03
1.841553625032643637e-02 -7.699884722740621412e-03
1.647427429605569094e-02 -1.111881760083296283e-02
1.471653824877980354e-02 -1.448857486035583925e-02
1.310558576235715256e-02 -1.778794329787362904e-02
1.160726268109690817e-02 -2.100536896821364116e-02
1.024537039888581691e-02 -2.411376878349701103e-02
9.034744554888674006e-03 -2.712987306979850605e-02
8.009539304796253756e-03 -3.006523577229082769e-02
7.169754648608611669e-03 -3.291985689097395862e-02
6.530226225490626257e-03 -3.571046675192268705e-02
6.095436912803203766e-03 -3.841515864816018311e-02
5.836408935757569916e-03 -4.104169715103952315e-02
5.752448790812603185e-03 -4.354885703705813071e-02
5.844943485050685394e-03 -4.601908875322117259e-02
6.092493991322417424e-03 -4.833389300992294024e-02
6.707331926611881379e-03 -5.128532898472045604e-02
6.814834742186332006e-03 -5.176380902050414790e-02
6.960974590812352147e-03 -5.223193629448374259e-02
7.904227307040073702e-03 -5.509537379394641166e-02
8.847244408239945956e-03 -5.722382833817436093e-02
1.000225751139599550e-02 -5.940935910472462667e-02
1.132854907283306622e-02 -6.153864318489355584e-02
1.286614313268516496e-02 -6.368377826388220420e-02
1.459502767088519115e-02 -6.580871549909005080e-02
1.654418046222191907e-02 -6.790569031916401932e-02
1.869876586753038694e-02 -6.995797239802935275e-02
2.105430100944971628e-02 -7.198746844266284972e-02
2.361078588797996258e-02 -7.399417845306449637e-02
2.634441910923446262e-02 -7.600518551711318849e-02
2.925071779585242115e-02 -7.804239634178571083e-02
3.229552779214303615e-02 -8.009425698190936194e-02
3.550265049199302636e-02 -8.213368434960527376e-02
3.889329909883787462e-02 -8.412393609873169975e-02
4.247643936739939341e-02 -8.602119881533504264e-02
4.629260301763885033e-02 -8.778355377237150037e-02
5.039198102778058574e-02 -8.936649405234622923e-02
5.480424467615441220e-02 -9.080348030740875709e-02
5.955130066973721159e-02 -9.209899541491994857e-02
6.463125432161914707e-02 -9.328460534011945304e-02
7.003703456398832627e-02 -9.437255753172121842e-02
7.574275949233449934e-02 -9.526625940709632090e-02
8.176825530301085054e-02 -9.604651817309786104e-02
8.821459745600714053e-02 -9.606554521823876258e-02
9.520874331582336592e-02 -9.597214451366087307e-02
1.028564370435239156e-01 -9.565186237664778657e-02
1.111687249044540915e-01 -9.518456106375365600e-02
1.200365810435573000e-01 -9.443380977592939762e-02
