1.294894909154495621e-01 -9.327782752957709811e-02
1.397013211688629131e-01 -9.167002689657827164e-02
1.508035120456582556e-01 -8.963730514109796710e-02
1.628521244085030517e-01 -8.719569908566970895e-02
1.757762617555648221e-01 -8.431244158168525737e-02
1.895662648285807161e-01 -8.099012081959557074e-02
2.042117808657466227e-01 -7.719009976634912118e-02
2.195943105774568194e-01 -7.503377744909532168e-02
2.515100000000000113e-01 -7.349999999999999589e-02
2.696799999999999753e-01 -7.230000000000000315e-02
2.884200000000000097e-01 -7.088999999999999468e-02
3.077699999999999880e-01 -6.929000000000000437e-02
3.276800000000000268e-01 -6.754999999999999893e-02
3.480099999999999860e-01 -6.572999999999999676e-02
3.685899999999999732e-01 -6.386000000000000010e-02
3.892599999999999949e-01 -6.199000000000000343e-02
4.098800000000000221e-01 -6.015999999999999820e-02
4.303899999999999948e-01 -5.838999999999999746e-02
4.507099999999999995e-01 -5.670000000000000040e-02
4.708499999999999908e-01 -5.505000000000000171e-02
4.908199999999999785e-01 -5.337000000000000077e-02
5.106500000000000483e-01 -5.161000000000000310e-02
5.303900000000000281e-01 -4.970999999999999724e-02
5.501200000000000534e-01 -4.769000000000000322e-02
5.699300000000000477e-01 -4.562000000000000083e-02
5.898700000000000054e-01 -4.358000000000000068e-02
6.099999999999999867e-01 -4.161999999999999728e-02
6.303499999999999659e-01 -3.971999999999999836e-02
6.508599999999999941e-01 -3.783999999999999864e-02
6.714499999999999913e-01 -3.595000000000000279e-02
6.919699999999999740e-01 -3.400999999999999857e-02
7.123199999999999532e-01 -3.200999999999999679e-02
7.324899999999999745e-01 -2.990999999999999909e-02
7.525699999999999612e-01 -2.769999999999999893e-02
7.726699999999999680e-01 -2.540999999999999856e-02
7.928399999999999892e-01 -2.307999999999999982e-02
8.130800000000000249e-01 -2.077000000000000027e-02
8.333300000000000152e-01 -1.851999999999999827e-02
8.534699999999999509e-01 -1.631000000000000158e-02
8.733899999999999997e-01 -1.412000000000000061e-02
8.930000000000000160e-01 -1.192999999999999963e-02
9.121399999999999508e-01 -9.759999999999999579e-03
9.305200000000000138e-01 -7.680000000000000195e-03
9.478100000000000414e-01 -5.740000000000000310e-03
9.637799999999999701e-01 -3.959999999999999978e-03
9.783899999999999819e-01 -2.350000000000000092e-03
9.917399999999999549e-01 -8.899999999999999491e-04
1.000000000000000000e+00 0.000000000000000000e+00
