     0.966506   -0.125000
     0.960115   -0.120332
     0.949772   -0.112751
     0.938529   -0.104497
     0.926468   -0.095621
     0.913724   -0.086227
     0.900498   -0.076462
     0.887022   -0.066499
     0.873539   -0.056546
     0.860276   -0.046791
     0.847454   -0.037384
     0.835288   -0.028458
     0.823936   -0.020132
     0.813504   -0.012432
     0.803982   -0.005358
     0.795241    0.001037
     0.787247    0.006898
     0.780063    0.012492
     0.773510    0.017729
     0.767119    0.022234
     0.760449    0.025755
     0.753077    0.027632
     0.744838    0.028631
     0.735767    0.029578
     0.725793    0.030603
     0.714816    0.031753
     0.702734    0.032969
     0.689481    0.034248
     0.675079    0.035611
     0.659603    0.037041
     0.643167    0.038543
     0.625970    0.040125
     0.608232    0.041788
     0.590115    0.043555
     0.571701    0.045436
     0.553062    0.047383
     0.534327    0.049314
     0.515564    0.051151
     0.496708    0.052860
     0.477685    0.054482
     0.458520    0.056061
     0.439269    0.057645
     0.419995    0.059279
     0.400698    0.060970
     0.381411    0.062697
     0.362188    0.064443
     0.343126    0.066170
     0.324316    0.067848
     0.305872    0.069452
     0.287884    0.070932
     0.270382    0.072250
     0.253417    0.073384
     0.237011    0.074289
     0.221169    0.074967
     0.205937    0.075409
     0.191344    0.075622
     0.177444    0.075629
     0.164296    0.075438
     0.151921    0.075069
     0.140354    0.074546
     0.129581    0.073871
     0.119583    0.073080
     0.110332    0.072154
     0.101770    0.071049
     0.093822    0.069753
     0.086423    0.068315
     0.079513    0.066838
     0.073077    0.065375
     0.067101    0.063844
     0.061560    0.062171
     0.056426    0.060306
     0.051658    0.058272
     0.047204    0.056139
     0.043020    0.053980
     0.039088    0.051813
     0.035415    0.049610
     0.032000    0.047351
     0.028838    0.045032
     0.025936    0.042633
     0.023261    0.040187
     0.020781    0.037729
     0.018471    0.035279
     0.016308    0.032857
     0.014268    0.030481
     0.012336    0.028160
     0.010520    0.025884
     0.008826    0.023643
     0.007275    0.021419
     0.005866    0.019207
     0.004608    0.017004
     0.003511    0.014803
     0.002570    0.012610
     0.001770    0.010433
     0.001117    0.008275
     0.000617    0.006137
     0.000256    0.004025
     0.000053    0.001904
     0.000016   -0.000274
     0.000102   -0.002505
     0.000365   -0.004773
     0.000819   -0.007072
     0.001438   -0.009397
     0.002234   -0.011739
     0.003193   -0.014098
     0.004324   -0.016465
     0.005641   -0.018832
     0.007131   -0.021202
     0.008783   -0.023584
     0.010595   -0.025980
     0.012542   -0.028412
     0.014616   -0.030892
     0.016811   -0.033430
     0.019145   -0.036009
     0.021646   -0.038608
     0.024342   -0.041202
     0.027263   -0.043764
     0.030449   -0.046247
     0.033913   -0.048644
     0.037648   -0.050974
     0.041659   -0.053248
     0.045939   -0.055500
     0.050492   -0.057733
     0.055359   -0.059876
     0.060597   -0.061846
     0.066252   -0.063606
     0.072354   -0.065201
     0.078929   -0.066710
     0.085990   -0.068225
     0.093546   -0.069704
     0.101656   -0.071032
     0.110388   -0.072161
     0.119814   -0.073101
     0.129993   -0.073900
     0.140947   -0.074578
     0.152694   -0.075097
     0.165239   -0.075459
     0.178547   -0.075636
     0.192592   -0.075612
     0.207313   -0.075378
     0.222657   -0.074912
     0.238598   -0.074211
     0.255090   -0.073280
     0.272135   -0.072124
     0.289703   -0.070788
     0.307750   -0.069292
     0.326241   -0.067678
     0.345079   -0.065995
     0.364154   -0.064264
     0.383370   -0.062520
     0.402633   -0.060798
     0.421885   -0.059116
     0.441092   -0.057493
     0.460240   -0.055920
     0.479250   -0.054351
     0.498050   -0.052742
     0.516591   -0.051054
     0.534911   -0.049255
     0.553008   -0.047389
     0.570747   -0.045535
     0.587937   -0.043774
     0.604431   -0.042152
     0.620100   -0.040670
     0.634799   -0.039310
     0.648404   -0.038064
     0.660849   -0.036929
     0.672150   -0.035884
     0.682380   -0.034917
     0.691633   -0.034042
     0.700007   -0.033256
     0.707609   -0.032509
     0.714537   -0.031762
     0.720878   -0.031038
     0.726704   -0.030415
     0.732088   -0.029940
     0.737102   -0.029554
     0.741848   -0.028839
     0.746266   -0.028592
     0.750408   -0.030591
     0.754854   -0.032524
     0.759634   -0.034436
     0.764757   -0.036614
     0.770292   -0.039059
     0.776321   -0.041745
     0.782928   -0.044635
     0.790183   -0.047771
     0.798161   -0.051231
     0.806957   -0.055086
     0.816667   -0.059359
     0.827350   -0.064056
     0.839008   -0.069183
     0.851588   -0.074708
     0.864968   -0.080562
     0.878951   -0.086656
     0.893264   -0.092887
     0.907582   -0.099131
     0.921590   -0.105254
     0.935003   -0.111128
     0.947609   -0.116667
     0.959278   -0.121804
     0.966506   -0.125000
