0.000000000000000000e+00 0.000000000000000000e+00 7.060000000000000303e-03 1.350000000000000071e-03 -0.000000000000000000e+00 1.293999999999999873e-01 1.292999999999999983e-01
5.000000000000000000e-01 6.149999999999999911e-02 7.049999999999999843e-03 1.350000000000000071e-03 8.999999999999999754e-04 1.234999999999999987e-01 1.391000000000000014e-01
1.000000000000000000e+00 1.224999999999999978e-01 7.080000000000000356e-03 1.379999999999999933e-03 1.799999999999999951e-03 1.121000000000000052e-01 1.517000000000000015e-01
1.500000000000000000e+00 1.824999999999999956e-01 7.230000000000000315e-03 1.490000000000000005e-03 2.899999999999999800e-03 8.909999999999999865e-02 1.658000000000000029e-01
2.000000000000000000e+00 2.434999999999999942e-01 7.259999999999999960e-03 1.559999999999999972e-03 3.899999999999999821e-03 8.580000000000000127e-02 1.844000000000000083e-01
2.500000000000000000e+00 3.044000000000000039e-01 7.280000000000000013e-03 1.639999999999999965e-03 4.899999999999999842e-03 8.219999999999999529e-02 2.116999999999999993e-01
3.000000000000000000e+00 3.657000000000000250e-01 7.300000000000000065e-03 1.729999999999999984e-03 5.799999999999999600e-03 8.129999999999999727e-02 2.364999999999999880e-01
3.500000000000000000e+00 4.270999999999999797e-01 7.320000000000000118e-03 1.830000000000000029e-03 6.799999999999999621e-03 8.089999999999999969e-02 2.650000000000000133e-01
4.000000000000000000e+00 4.889000000000000012e-01 7.400000000000000328e-03 1.949999999999999910e-03 7.799999999999999642e-03 8.029999999999999638e-02 2.821000000000000174e-01
4.500000000000000000e+00 5.507999999999999563e-01 7.510000000000000182e-03 2.099999999999999870e-03 8.800000000000000530e-03 7.939999999999999836e-02 2.968000000000000083e-01
5.000000000000000000e+00 6.127000000000000224e-01 7.640000000000000090e-03 2.269999999999999882e-03 9.799999999999999684e-03 7.860000000000000320e-02 3.099999999999999978e-01
5.500000000000000000e+00 6.740000000000000435e-01 7.769999999999999997e-03 2.459999999999999947e-03 1.099999999999999936e-02 7.749999999999999944e-02 3.363999999999999768e-01
6.000000000000000000e+00 7.354000000000000536e-01 7.929999999999999549e-03 2.670000000000000064e-03 1.220000000000000077e-02 7.639999999999999569e-02 3.598000000000000087e-01
6.500000000000000000e+00 7.964999999999999858e-01 8.089999999999999969e-03 2.919999999999999853e-03 1.349999999999999985e-02 7.499999999999999722e-02 3.915000000000000147e-01
7.000000000000000000e+00 8.540999999999999703e-01 8.000000000000000167e-03 3.190000000000000127e-03 1.540000000000000049e-02 7.389999999999999347e-02 5.469000000000000528e-01
7.500000000000000000e+00 9.146999999999999575e-01 8.089999999999999969e-03 3.429999999999999889e-03 1.689999999999999836e-02 7.380000000000000449e-02 6.115000000000000435e-01
8.000000000000000000e+00 9.707000000000000073e-01 7.919999999999999957e-03 3.680000000000000111e-03 1.930000000000000118e-02 7.349999999999999589e-02 7.873999999999999888e-01
8.500000000000000000e+00 1.030399999999999983e+00 8.059999999999999457e-03 3.950000000000000386e-03 2.120000000000000009e-02 7.309999999999999831e-02 8.386000000000000121e-01
9.000000000000000000e+00 1.085599999999999898e+00 8.099999999999999561e-03 4.239999999999999845e-03 2.419999999999999929e-02 7.240000000000000602e-02 9.311000000000000387e-01
9.500000000000000000e+00 1.166800000000000059e+00 8.380000000000000296e-03 4.619999999999999975e-03 2.210000000000000159e-02 7.140000000000000513e-02 9.835000000000000409e-01
1.000000000000000000e+01 1.244699999999999918e+00 8.789999999999999203e-03 5.020000000000000157e-03 2.069999999999999965e-02 6.959999999999999520e-02 9.909000000000000030e-01
1.050000000000000000e+01 1.312300000000000022e+00 9.220000000000000764e-03 5.449999999999999983e-03 2.139999999999999888e-02 6.710000000000000686e-02 9.969999999999999973e-01
1.100000000000000000e+01 1.385599999999999943e+00 9.599999999999999159e-03 5.830000000000000113e-03 2.120000000000000009e-02 6.560000000000000553e-02 9.989999999999999991e-01
1.150000000000000000e+01 1.458099999999999952e+00 1.021999999999999992e-02 6.409999999999999899e-03 2.110000000000000070e-02 5.940000000000000141e-02 9.999000000000000110e-01
1.200000000000000000e+01 1.505600000000000049e+00 1.122000000000000081e-02 7.389999999999999868e-03 2.520000000000000018e-02 4.929999999999999660e-02 1.000000000000000000e+00
1.250000000000000000e+01 1.556799999999999962e+00 1.196000000000000014e-02 8.160000000000000586e-03 2.900000000000000147e-02 4.689999999999999725e-02 1.000000000000000000e+00
1.300000000000000000e+01 1.609299999999999953e+00 1.268000000000000030e-02 8.930000000000000437e-03 3.259999999999999704e-02 4.469999999999999668e-02 1.000000000000000000e+00
1.350000000000000000e+01 1.661799999999999944e+00 1.340000000000000045e-02 9.700000000000000289e-03 3.629999999999999893e-02 4.340000000000000108e-02 1.000000000000000000e+00
1.400000000000000000e+01 1.708099999999999952e+00 1.443999999999999971e-02 1.078999999999999924e-02 4.059999999999999720e-02 4.050000000000000128e-02 1.000000000000000000e+00
1.450000000000000000e+01 1.756499999999999950e+00 1.529999999999999936e-02 1.171999999999999952e-02 4.469999999999999668e-02 3.919999999999999873e-02 1.000000000000000000e+00
